Trip_ID,Truck_ID,Driver_ID,Start_Location,End_Location,Scheduled_Departure,Scheduled_Arrival,Actual_Departure,Actual_Arrival,Weather_Condition,Traffic_Level,Road_Condition,Delay_Minutes,Distance_km,Fuel_Consumption_L,scheduled_duration_min,actual_duration_min,delay_recomputed,avg_speed_actual,fuel_efficiency_kmpl,hour_of_day,day_of_week,month,delay_min,computed_speed
T1101,TR45,D144,Jaipur,Mumbai,2024-06-10 19:43:00,2024-06-11 01:45:00,2024-06-10 19:47:00,2024-06-11 04:23:00,Snow,Medium,Poor,154,620,165.85,362,516.0,154,72.09302326,3.7383177570093458,19,0,6,158.0,72.09302325581396
T1102,TR65,D392,Chennai,Pune,2024-01-21 01:12:00,2024-01-21 06:13:00,2024-01-21 02:00:00,2024-01-21 07:08:00,Clear,Medium,Poor,7,995,201.6,301,308.0,7,193.8311688,4.9355158730158735,1,6,1,55.0,78.82579317134292
T1103,TR89,D345,Lucknow,Jaipur,2024-01-14 00:43:00,2024-01-14 08:00:00,2024-01-14 00:44:00,2024-01-14 07:39:00,Clear,High,Good,-22,1188,279.8,437,415.0,-22,171.7590361,4.245889921372409,0,6,1,-21.0,78.82579317134292
T1104,TR71,D96,Hyderabad,Lucknow,2024-03-30 16:52:00,2024-03-31 00:20:00,2024-03-30 16:52:00,2024-03-31 02:02:00,Storm,Medium,Poor,102,1415,321.78,448,550.0,102,154.3636364,4.397414382497359,16,5,3,102.0,78.82579317134292
T1105,TR9,D382,Hyderabad,Chennai,2024-01-31 02:23:00,2024-01-31 08:09:00,2024-01-31 02:18:00,2024-01-31 10:47:00,Fog,Medium,Poor,163,1856,619.14,346,509.0,163,218.7819253,2.997706496107504,2,2,1,158.0,78.82579317134292
T1106,TR88,D346,Kolkata,Pune,2024-01-30 19:09:00,2024-01-30 22:47:00,2024-01-30 19:06:00,2024-01-31 00:20:00,Snow,High,Good,96,297,69.36,218,314.0,96,56.75159236,4.282006920415225,19,1,1,93.0,56.751592356687894
T1107,TR129,D244,Lucknow,Kolkata,2024-03-07 06:45:00,2024-03-07 13:38:00,2024-03-07 06:47:00,2024-03-07 14:23:00,Rainy,Low,Poor,43,1438,369.33,413,456.0,43,189.2105263,3.8935369452792896,6,3,3,45.0,78.82579317134292
T1108,TR136,D86,Chennai,Ahmedabad,2024-02-04 01:59:00,2024-02-04 10:33:00,2024-02-04 01:57:00,2024-02-04 12:40:00,Rainy,Medium,Moderate,129,1350,384.66,514,643.0,129,125.9720062,3.5095928872250814,1,6,2,127.0,125.97200622083982
T1109,TR63,D415,Delhi,Ahmedabad,2024-02-19 10:49:00,2024-02-19 15:49:00,2024-02-19 11:07:00,2024-02-19 16:15:00,Snow,High,Good,8,140,31.41,300,308.0,8,27.27272727,4.457179242279529,10,0,2,26.0,27.27272727272727
T1110,TR139,D491,Pune,Hyderabad,2024-03-19 23:11:00,2024-03-20 03:42:00,2024-03-19 23:21:00,2024-03-20 05:52:00,Snow,Medium,Moderate,120,1857,375.43,271,391.0,120,284.9616368,4.946328210318835,23,1,3,130.0,78.82579317134292
T1111,TR81,D394,Bangalore,Chennai,2024-05-23 21:40:00,2024-05-24 04:42:00,2024-05-23 22:06:00,2024-05-24 06:56:00,Rainy,Low,Poor,108,1322,483.02,422,530.0,108,149.6603774,2.7369467102811478,21,3,5,134.0,149.66037735849056
T1112,TR136,D184,Lucknow,Hyderabad,2024-05-19 18:45:00,2024-05-19 21:57:00,2024-05-19 19:30:00,2024-05-19 22:48:00,Rainy,Low,Moderate,6,96,21.47,192,198.0,6,29.09090909,4.471355379599442,18,6,5,51.0,29.090909090909093
T1113,TR163,D121,Pune,Hyderabad,2024-06-23 23:04:00,2024-06-24 08:32:00,2024-06-23 23:27:00,2024-06-24 11:17:00,Clear,Low,Moderate,142,1279,266.53,568,710.0,142,108.084507,4.798709338536,23,6,6,165.0,108.08450704225352
T1114,TR163,D332,Delhi,Chennai,2024-03-16 04:35:00,2024-03-16 10:11:00,2024-03-16 04:21:00,2024-03-16 10:03:00,Rainy,Low,Moderate,6,373,113.44,336,342.0,6,65.43859649,3.2880818053596617,4,5,3,-8.0,65.43859649122807
T1115,TR33,D92,Ahmedabad,Kolkata,2024-01-18 22:16:00,2024-01-19 03:40:00,2024-01-18 22:57:00,2024-01-19 04:19:00,Storm,Low,Moderate,-2,933,273.8,324,322.0,-2,173.8509317,3.4075967859751644,22,3,1,39.0,78.82579317134292
T1116,TR123,D70,Chennai,Mumbai,2024-06-09 02:54:00,2024-06-09 09:53:00,2024-06-09 03:28:00,2024-06-09 09:29:00,Rainy,Low,Moderate,-58,1929,429.92,419,361.0,-58,320.6094183,4.486881280238184,2,6,6,-24.0,78.82579317134292
T1117,TR5,D404,Pune,Delhi,2024-05-11 14:47:00,2024-05-11 18:02:00,2024-05-11 14:47:00,2024-05-11 17:50:00,Rainy,Low,Good,-12,638,130.63,195,183.0,-12,209.1803279,4.88402357804486,14,5,5,-12.0,78.82579317134292
T1118,TR41,D133,Chennai,Mumbai,2024-01-07 03:01:00,2024-01-07 11:08:00,2024-01-07 03:47:00,2024-01-07 13:00:00,Storm,Low,Good,66,1334,275.2,487,553.0,66,144.7377939,4.847383720930233,3,6,1,112.0,144.7377938517179
T1119,TR28,D279,Chennai,Pune,2024-04-20 16:17:00,2024-04-20 17:45:00,2024-04-20 16:12:00,2024-04-20 19:11:00,Storm,Medium,Moderate,91,1177,445.99,88,179.0,91,394.5251397,2.6390726249467478,16,5,4,86.0,78.82579317134292
T1120,TR135,D137,Lucknow,Ahmedabad,2024-05-03 16:42:00,2024-05-03 23:11:00,2024-05-03 17:29:00,2024-05-04 00:06:00,Snow,High,Moderate,8,978,209.04,389,397.0,8,147.8085642,4.6785304247990815,16,4,5,55.0,147.80856423173805
T1121,TR72,D314,Jaipur,Bangalore,2024-02-19 02:43:00,2024-02-19 04:16:00,2024-02-19 02:57:00,2024-02-19 06:25:00,Rainy,High,Poor,115,1707,430.39,93,208.0,115,492.4038462,3.9661702177095193,2,0,2,129.0,78.82579317134292
T1122,TR12,D187,Mumbai,Jaipur,2024-03-02 23:47:00,2024-03-03 09:10:00,2024-03-03 00:25:00,2024-03-03 09:58:00,Storm,Medium,Good,10,926,260.64,563,573.0,10,96.96335079,3.552793124616329,23,5,3,48.0,96.96335078534031
T1123,TR162,D221,Kolkata,Chennai,2024-02-24 17:19:00,2024-02-24 20:02:00,2024-02-24 18:14:00,2024-02-24 20:30:00,Clear,High,Good,-27,534,115.74,163,136.0,-27,235.5882353,4.613789528252981,17,5,2,28.0,78.82579317134292
T1124,TR33,D464,Hyderabad,Mumbai,2024-04-15 01:59:00,2024-04-15 11:12:00,2024-04-15 02:10:00,2024-04-15 11:51:00,Fog,High,Poor,28,249,55.32,553,581.0,28,25.71428571,4.5010845986984815,1,0,4,39.0,25.714285714285715
T1125,TR48,D438,Chennai,Kolkata,2024-06-05 14:24:00,2024-06-05 21:34:00,2024-06-05 15:12:00,2024-06-06 00:21:00,Storm,Low,Poor,119,873,231.36,430,549.0,119,95.40983607,3.7733402489626555,14,2,6,167.0,95.40983606557377
T1126,TR151,D46,Lucknow,Mumbai,2024-04-22 04:15:00,2024-04-22 11:42:00,2024-04-22 04:08:00,2024-04-22 11:17:00,Fog,Medium,Good,-18,1368,387.89,447,429.0,-18,191.3286713,3.5267730542164015,4,0,4,-25.0,78.82579317134292
T1127,TR62,D278,Lucknow,Pune,2024-02-25 18:16:00,2024-02-25 23:12:00,2024-02-25 19:12:00,2024-02-25 23:57:00,Rainy,Low,Poor,-11,1412,383.57,296,285.0,-11,297.2631579,3.681205516594103,18,6,2,45.0,78.82579317134292
T1128,TR37,D192,Pune,Lucknow,2024-03-26 07:52:00,2024-03-26 10:21:00,2024-03-26 07:38:00,2024-03-26 13:04:00,Clear,Low,Good,177,315,95.57,149,326.0,177,57.97546012,3.296013393324265,7,1,3,163.0,57.97546012269938
T1129,TR99,D8,Pune,Hyderabad,2024-04-25 11:15:00,2024-04-25 17:47:00,2024-04-25 11:48:00,2024-04-25 19:28:00,Clear,Low,Moderate,68,1563,372.03,392,460.0,68,203.8695652,4.20127409079913,11,3,4,101.0,78.82579317134292
T1130,TR172,D379,Bangalore,Ahmedabad,2024-05-06 07:36:00,2024-05-06 14:52:00,2024-05-06 08:08:00,2024-05-06 16:20:00,Snow,Medium,Good,56,1240,262.15,436,492.0,56,151.2195122,4.730116345603663,7,0,5,88.0,78.82579317134292
T1131,TR104,D276,Chennai,Bangalore,2024-06-19 20:15:00,2024-06-20 01:14:00,2024-06-19 20:54:00,2024-06-20 01:53:00,Snow,Medium,Poor,0,1582,506.04,299,299.0,0,317.458194,3.1262350802308116,20,2,6,39.0,78.82579317134292
T1132,TR35,D179,Mumbai,Lucknow,2024-02-25 14:46:00,2024-02-25 18:47:00,2024-02-25 15:37:00,2024-02-25 21:21:00,Rainy,Medium,Good,103,516,113.06,241,344.0,103,90.0,4.563948346010967,14,6,2,154.0,90.0
T1133,TR193,D334,Kolkata,Ahmedabad,2024-02-28 17:24:00,2024-02-28 22:40:00,2024-02-28 17:39:00,2024-02-29 01:18:00,Storm,Low,Moderate,143,1232,362.15,316,459.0,143,161.0457516,3.4019052878641447,17,2,2,158.0,78.82579317134292
T1134,TR101,D39,Kolkata,Delhi,2024-01-23 09:09:00,2024-01-23 13:17:00,2024-01-23 09:19:00,2024-01-23 14:41:00,Clear,Medium,Moderate,74,807,285.2,248,322.0,74,150.3726708,2.829593267882188,9,1,1,84.0,78.82579317134292
T1135,TR175,D293,Ahmedabad,Mumbai,2024-03-26 20:23:00,2024-03-27 04:17:00,2024-03-26 21:13:00,2024-03-27 06:50:00,Rainy,Low,Good,103,1151,442.48,474,577.0,103,119.6880416,2.6012475140119324,20,1,3,153.0,119.68804159445406
T1136,TR131,D178,Ahmedabad,Kolkata,2024-06-28 12:12:00,2024-06-28 17:26:00,2024-06-28 12:26:00,2024-06-28 18:36:00,Rainy,High,Moderate,56,1546,418.02,314,370.0,56,250.7027027,3.69838763695517,12,4,6,70.0,78.82579317134292
T1137,TR1,D162,Bangalore,Hyderabad,2024-05-04 12:04:00,2024-05-04 13:48:00,2024-05-04 11:49:00,2024-05-04 15:39:00,Storm,Low,Moderate,126,1593,406.3,104,230.0,126,415.5652174,3.9207482156042333,12,5,5,111.0,78.82579317134292
T1138,TR5,D331,Hyderabad,Kolkata,2024-02-01 17:01:00,2024-02-01 21:21:00,2024-02-01 17:55:00,2024-02-01 22:41:00,Clear,High,Good,26,949,377.32,260,286.0,26,199.0909091,2.5151065408671687,17,3,2,80.0,78.82579317134292
T1139,TR142,D374,Ahmedabad,Kolkata,2024-05-04 06:03:00,2024-05-04 13:01:00,2024-05-04 06:09:00,2024-05-04 13:53:00,Clear,High,Moderate,46,800,193.63,418,464.0,46,103.4482759,4.131591179052833,6,5,5,52.0,103.44827586206897
T1140,TR103,D104,Delhi,Lucknow,2024-03-20 02:48:00,2024-03-20 09:30:00,2024-03-20 03:47:00,2024-03-20 09:06:00,Clear,Medium,Good,-83,182,47.94,402,319.0,-83,34.23197492,3.796412181894034,2,2,3,-24.0,34.2319749216301
T1141,TR27,D161,Bangalore,Lucknow,2024-03-20 19:10:00,2024-03-20 23:41:00,2024-03-20 19:48:00,2024-03-21 02:12:00,Snow,Low,Moderate,113,925,185.24,271,384.0,113,144.53125,4.993521917512416,19,2,3,151.0,144.53125
T1142,TR137,D287,Kolkata,Mumbai,2024-02-03 03:29:00,2024-02-03 09:26:00,2024-02-03 03:27:00,2024-02-03 12:25:00,Clear,Medium,Poor,181,311,112.63,357,538.0,181,34.68401487,2.76125366243452,3,5,2,179.0,34.68401486988848
T1143,TR15,D123,Kolkata,Jaipur,2024-03-22 20:16:00,2024-03-22 23:50:00,2024-03-22 20:14:00,2024-03-23 02:25:00,Fog,Medium,Good,157,877,205.75,214,371.0,157,141.8328841,4.262454434993924,20,4,3,155.0,141.83288409703505
T1144,TR90,D54,Mumbai,Lucknow,2024-05-23 00:43:00,2024-05-23 04:59:00,2024-05-23 01:38:00,2024-05-23 05:29:00,Storm,High,Poor,-25,1807,593.9,256,231.0,-25,469.3506494,3.0425997642700793,0,3,5,30.0,78.82579317134292
T1145,TR42,D428,Lucknow,Ahmedabad,2024-02-03 02:51:00,2024-02-03 11:52:00,2024-02-03 02:54:00,2024-02-03 13:09:00,Clear,High,Poor,74,1561,517.6,541,615.0,74,152.2926829,3.015842349304482,2,5,2,77.0,78.82579317134292
T1146,TR124,D34,Delhi,Ahmedabad,2024-01-21 07:51:00,2024-01-21 15:09:00,2024-01-21 08:01:00,2024-01-21 15:50:00,Storm,Low,Poor,31,919,360.85,438,469.0,31,117.5692964,2.5467645836220036,7,6,1,41.0,117.56929637526653
T1147,TR179,D242,Hyderabad,Bangalore,2024-03-27 08:16:00,2024-03-27 15:22:00,2024-03-27 08:59:00,2024-03-27 17:27:00,Storm,High,Moderate,82,150,59.61,426,508.0,82,17.71653543,2.5163563160543534,8,2,3,125.0,17.716535433070867
T1148,TR63,D455,Pune,Chennai,2024-06-16 19:50:00,2024-06-17 05:46:00,2024-06-16 19:56:00,2024-06-17 08:18:00,Fog,Low,Good,146,1690,569.68,596,742.0,146,136.6576819,2.9665777278472127,19,6,6,152.0,136.6576819407008
T1149,TR96,D378,Bangalore,Hyderabad,2024-06-17 08:11:00,2024-06-17 10:21:00,2024-06-17 08:01:00,2024-06-17 11:29:00,Clear,Low,Good,78,1000,340.28,130,208.0,78,288.4615385,2.9387563183260847,8,0,6,68.0,78.82579317134292
T1150,TR52,D113,Ahmedabad,Jaipur,2024-01-05 18:41:00,2024-01-05 20:08:00,2024-01-05 19:28:00,2024-01-05 22:59:00,Storm,Medium,Poor,124,683,273.08,87,211.0,124,194.2180095,2.501098579170939,18,4,1,171.0,78.82579317134292
T1151,TR96,D318,Jaipur,Ahmedabad,2024-01-28 10:03:00,2024-01-28 17:35:00,2024-01-28 11:01:00,2024-01-28 17:57:00,Clear,High,Poor,-36,1540,358.73,452,416.0,-36,222.1153846,4.292922253505422,10,6,1,22.0,78.82579317134292
T1152,TR132,D23,Mumbai,Pune,2024-05-07 23:43:00,2024-05-08 09:25:00,2024-05-08 00:21:00,2024-05-08 10:17:00,Fog,Medium,Moderate,14,1563,415.78,582,596.0,14,157.3489933,3.759199576699216,23,1,5,52.0,78.82579317134292
T1153,TR151,D46,Kolkata,Ahmedabad,2024-01-23 03:14:00,2024-01-23 10:02:00,2024-01-23 03:17:00,2024-01-23 12:23:00,Snow,High,Good,138,476,136.38,408,546.0,138,52.30769231,3.4902478369262355,3,1,1,141.0,52.30769230769231
T1154,TR143,D312,Jaipur,Kolkata,2024-01-27 07:39:00,2024-01-27 10:36:00,2024-01-27 07:33:00,2024-01-27 10:33:00,Snow,High,Good,3,771,279.4,177,180.0,3,257.0,2.759484609878311,7,5,1,-3.0,78.82579317134292
T1155,TR171,D135,Bangalore,Hyderabad,2024-01-25 21:04:00,2024-01-26 04:23:00,2024-01-25 21:25:00,2024-01-26 04:38:00,Snow,Medium,Moderate,-6,304,91.16,439,433.0,-6,42.12471132,3.3347959631417288,21,3,1,15.0,42.124711316397224
T1156,TR29,D118,Chennai,Bangalore,2024-02-01 15:46:00,2024-02-01 20:13:00,2024-02-01 15:47:00,2024-02-01 22:39:00,Snow,Low,Good,145,1862,506.46,267,412.0,145,271.1650485,3.676499624846977,15,3,2,146.0,78.82579317134292
T1157,TR36,D473,Hyderabad,Mumbai,2024-05-03 09:03:00,2024-05-03 17:05:00,2024-05-03 09:42:00,2024-05-03 18:37:00,Rainy,Medium,Poor,53,1430,286.28,482,535.0,53,160.3738318,4.995109682828001,9,4,5,92.0,78.82579317134292
T1158,TR13,D189,Chennai,Ahmedabad,2024-02-19 18:52:00,2024-02-19 21:24:00,2024-02-19 18:41:00,2024-02-20 00:08:00,Storm,High,Poor,175,1261,333.91,152,327.0,175,231.3761468,3.776466712587224,18,0,2,164.0,78.82579317134292
T1159,TR160,D131,Bangalore,Chennai,2024-01-24 13:36:00,2024-01-24 16:56:00,2024-01-24 13:41:00,2024-01-24 19:00:00,Rainy,Medium,Good,119,1372,538.3,200,319.0,119,258.0564263,2.548764629388817,13,2,1,124.0,78.82579317134292
T1160,TR71,D422,Chennai,Bangalore,2024-06-15 17:19:00,2024-06-16 00:13:00,2024-06-15 17:42:00,2024-06-16 03:11:00,Clear,Medium,Poor,155,487,161.29,414,569.0,155,51.35325132,3.0194060388120776,17,5,6,178.0,51.35325131810194
T1161,TR187,D212,Hyderabad,Ahmedabad,2024-01-03 12:53:00,2024-01-03 22:35:00,2024-01-03 12:57:00,2024-01-04 01:31:00,Snow,High,Good,172,514,151.79,582,754.0,172,40.90185676,3.3862573292048226,12,2,1,176.0,40.90185676392573
T1162,TR86,D418,Lucknow,Jaipur,2024-03-16 02:41:00,2024-03-16 04:49:00,2024-03-16 03:36:00,2024-03-16 07:05:00,Clear,High,Good,81,1744,479.15,128,209.0,81,500.6698565,3.63977877491391,2,5,3,136.0,78.82579317134292
T1163,TR28,D113,Bangalore,Jaipur,2024-04-03 16:11:00,2024-04-03 19:14:00,2024-04-03 16:10:00,2024-04-03 20:07:00,Fog,Low,Moderate,54,774,184.92,183,237.0,54,195.9493671,4.18559377027904,16,2,4,53.0,78.82579317134292
T1164,TR66,D44,Jaipur,Bangalore,2024-01-14 07:23:00,2024-01-14 15:21:00,2024-01-14 08:00:00,2024-01-14 15:17:00,Storm,High,Moderate,-41,1576,396.33,478,437.0,-41,216.3844394,3.9764842429288727,7,6,1,-4.0,78.82579317134292
T1165,TR170,D128,Chennai,Mumbai,2024-02-18 16:40:00,2024-02-19 02:22:00,2024-02-18 16:57:00,2024-02-19 02:26:00,Fog,High,Good,-13,1660,439.95,582,569.0,-13,175.0439367,3.7731560404591433,16,6,2,4.0,78.82579317134292
T1166,TR45,D364,Hyderabad,Pune,2024-01-06 12:11:00,2024-01-06 18:51:00,2024-01-06 12:39:00,2024-01-06 19:07:00,Storm,High,Poor,-12,1006,218.95,400,388.0,-12,155.5670103,4.5946563142269925,12,5,1,16.0,78.82579317134292
T1167,TR62,D158,Ahmedabad,Pune,2024-06-01 13:55:00,2024-06-01 19:59:00,2024-06-01 14:45:00,2024-06-01 20:20:00,Fog,High,Moderate,-29,641,214.34,364,335.0,-29,114.8059701,2.990575720817393,13,5,6,21.0,114.80597014925374
T1168,TR185,D273,Pune,Ahmedabad,2024-01-19 03:32:00,2024-01-19 07:08:00,2024-01-19 04:06:00,2024-01-19 07:46:00,Fog,High,Poor,4,122,45.27,216,220.0,4,33.27272727,2.694941462337088,3,4,1,38.0,33.27272727272727
T1169,TR134,D315,Hyderabad,Ahmedabad,2024-02-07 13:19:00,2024-02-07 15:46:00,2024-02-07 13:35:00,2024-02-07 18:29:00,Storm,Low,Good,147,164,35.69,147,294.0,147,33.46938776,4.595124684785654,13,2,2,163.0,33.46938775510204
T1170,TR28,D394,Mumbai,Bangalore,2024-01-11 02:11:00,2024-01-11 06:58:00,2024-01-11 03:06:00,2024-01-11 07:08:00,Clear,High,Poor,-45,1864,509.93,287,242.0,-45,462.1487603,3.6554036828584313,2,3,1,10.0,78.82579317134292
T1171,TR28,D355,Pune,Delhi,2024-03-20 03:47:00,2024-03-20 10:51:00,2024-03-20 04:44:00,2024-03-20 11:10:00,Fog,Medium,Good,-38,1176,302.83,424,386.0,-38,182.7979275,3.883366905524552,3,2,3,19.0,78.82579317134292
T1172,TR108,D340,Ahmedabad,Kolkata,2024-03-23 08:12:00,2024-03-23 13:37:00,2024-03-23 08:51:00,2024-03-23 13:51:00,Storm,Medium,Poor,-25,1608,350.06,325,300.0,-25,321.6,4.593498257441581,8,5,3,14.0,78.82579317134292
T1173,TR44,D402,Delhi,Kolkata,2024-03-14 04:55:00,2024-03-14 07:18:00,2024-03-14 05:07:00,2024-03-14 07:07:00,Storm,High,Good,-23,869,178.64,143,120.0,-23,434.5,4.864532019704434,4,3,3,-11.0,78.82579317134292
T1174,TR84,D45,Jaipur,Chennai,2024-02-22 12:13:00,2024-02-22 16:44:00,2024-02-22 12:00:00,2024-02-22 18:13:00,Fog,Medium,Moderate,102,308,79.38,271,373.0,102,49.54423592,3.8800705467372136,12,3,2,89.0,49.54423592493298
T1175,TR30,D108,Kolkata,Ahmedabad,2024-05-27 11:39:00,2024-05-27 16:16:00,2024-05-27 12:16:00,2024-05-27 19:04:00,Clear,Low,Moderate,131,738,162.89,277,408.0,131,108.5294118,4.530664865860397,11,0,5,168.0,108.52941176470588
T1176,TR190,D219,Ahmedabad,Chennai,2024-02-20 02:13:00,2024-02-20 05:43:00,2024-02-20 02:39:00,2024-02-20 05:48:00,Snow,Medium,Poor,-21,1655,428.54,210,189.0,-21,525.3968254,3.8619498763242635,2,1,2,5.0,78.82579317134292
T1177,TR75,D443,Lucknow,Bangalore,2024-06-15 08:07:00,2024-06-15 11:26:00,2024-06-15 07:53:00,2024-06-15 14:15:00,Rainy,Low,Poor,183,197,76.26,199,382.0,183,30.94240838,2.5832677681615523,8,5,6,169.0,30.942408376963353
T1178,TR128,D318,Pune,Mumbai,2024-04-07 16:28:00,2024-04-07 18:22:00,2024-04-07 16:34:00,2024-04-07 19:22:00,Snow,Low,Moderate,54,1280,261.78,114,168.0,54,457.1428571,4.889601955840783,16,6,4,60.0,78.82579317134292
T1179,TR92,D315,Lucknow,Hyderabad,2024-05-01 05:05:00,2024-05-01 08:25:00,2024-05-01 05:14:00,2024-05-01 09:04:00,Fog,Medium,Moderate,30,1695,372.99,200,230.0,30,442.173913,4.544357757580632,5,2,5,39.0,78.82579317134292
T1180,TR190,D177,Pune,Hyderabad,2024-02-02 20:07:00,2024-02-02 22:20:00,2024-02-02 20:23:00,2024-02-03 00:21:00,Fog,Medium,Good,105,79,18.02,133,238.0,105,19.91596639,4.384017758046615,20,4,2,121.0,19.915966386554622
T1181,TR129,D228,Mumbai,Ahmedabad,2024-04-27 17:19:00,2024-04-27 20:33:00,2024-04-27 17:10:00,2024-04-27 22:46:00,Storm,High,Moderate,142,465,129.0,194,336.0,142,83.03571429,3.604651162790698,17,5,4,133.0,83.03571428571429
T1182,TR121,D191,Delhi,Ahmedabad,2024-04-13 22:43:00,2024-04-14 00:08:00,2024-04-13 23:29:00,2024-04-14 01:50:00,Clear,High,Good,56,1833,377.44,85,141.0,56,780.0,4.856401017380246,22,5,4,102.0,78.82579317134292
T1183,TR27,D471,Kolkata,Delhi,2024-03-10 11:19:00,2024-03-10 20:26:00,2024-03-10 11:34:00,2024-03-10 22:23:00,Clear,High,Moderate,102,631,169.41,547,649.0,102,58.33590139,3.724691576648368,11,6,3,117.0,58.335901386748844
T1184,TR190,D160,Mumbai,Bangalore,2024-03-31 18:08:00,2024-04-01 02:22:00,2024-03-31 18:55:00,2024-04-01 04:52:00,Fog,Medium,Good,103,464,107.86,494,597.0,103,46.63316583,4.3018727980715745,18,6,3,150.0,46.63316582914573
T1185,TR121,D394,Ahmedabad,Mumbai,2024-03-15 03:54:00,2024-03-15 05:55:00,2024-03-15 04:15:00,2024-03-15 07:09:00,Clear,Low,Good,53,961,349.27,121,174.0,53,331.3793103,2.751453030606694,3,4,3,74.0,78.82579317134292
T1186,TR116,D267,Lucknow,Hyderabad,2024-03-01 21:21:00,2024-03-02 01:40:00,2024-03-01 22:13:00,2024-03-02 03:57:00,Rainy,Low,Good,85,1102,361.65,259,344.0,85,192.2093023,3.0471450297248723,21,4,3,137.0,78.82579317134292
T1187,TR3,D358,Pune,Bangalore,2024-06-03 06:35:00,2024-06-03 15:44:00,2024-06-03 06:28:00,2024-06-03 16:51:00,Clear,High,Poor,74,327,91.84,549,623.0,74,31.49277689,3.560540069686411,6,0,6,67.0,31.492776886035315
T1188,TR103,D326,Ahmedabad,Lucknow,2024-03-14 08:56:00,2024-03-14 18:08:00,2024-03-14 09:50:00,2024-03-14 19:20:00,Clear,Low,Good,18,1753,443.43,552,570.0,18,184.5263158,3.953273346413188,8,3,3,72.0,78.82579317134292
T1189,TR198,D379,Hyderabad,Jaipur,2024-01-10 20:50:00,2024-01-11 05:37:00,2024-01-10 21:20:00,2024-01-11 07:10:00,Storm,Medium,Moderate,63,973,215.56,527,590.0,63,98.94915254,4.5138244572276855,20,2,1,93.0,98.94915254237287
T1190,TR200,D489,Delhi,Kolkata,2024-02-29 10:36:00,2024-02-29 13:31:00,2024-02-29 10:54:00,2024-02-29 15:58:00,Fog,Medium,Moderate,129,1536,495.14,175,304.0,129,303.1578947,3.102152926445046,10,3,2,147.0,78.82579317134292
T1191,TR155,D190,Jaipur,Ahmedabad,2024-05-03 05:15:00,2024-05-03 12:25:00,2024-05-03 05:59:00,2024-05-03 13:08:00,Clear,Low,Moderate,-1,1158,261.05,430,429.0,-1,161.958042,4.435931813828768,5,4,5,43.0,78.82579317134292
T1192,TR137,D175,Hyderabad,Delhi,2024-02-28 05:58:00,2024-02-28 10:49:00,2024-02-28 05:55:00,2024-02-28 13:33:00,Fog,Medium,Good,167,953,201.69,291,458.0,167,124.8471616,4.72507313203431,5,2,2,164.0,124.8471615720524
T1193,TR62,D290,Lucknow,Ahmedabad,2024-01-04 16:29:00,2024-01-05 00:56:00,2024-01-04 16:49:00,2024-01-05 03:08:00,Clear,Low,Poor,112,114,25.08,507,619.0,112,11.05008078,4.545454545454546,16,3,1,132.0,11.050080775444265
T1194,TR165,D484,Delhi,Hyderabad,2024-01-22 11:41:00,2024-01-22 16:14:00,2024-01-22 12:13:00,2024-01-22 16:47:00,Clear,High,Good,1,207,51.04,273,274.0,1,45.32846715,4.05564263322884,11,0,1,33.0,45.32846715328468
T1195,TR51,D357,Delhi,Ahmedabad,2024-02-20 07:48:00,2024-02-20 12:15:00,2024-02-20 08:47:00,2024-02-20 14:29:00,Clear,Medium,Poor,75,1331,294.14,267,342.0,75,233.5087719,4.5250560957367245,7,1,2,134.0,78.82579317134292
T1196,TR172,D145,Ahmedabad,Hyderabad,2024-04-19 17:05:00,2024-04-19 19:46:00,2024-04-19 16:55:00,2024-04-19 20:00:00,Storm,Medium,Poor,24,1609,342.8,161,185.0,24,521.8378378,4.693698949824971,17,4,4,14.0,78.82579317134292
T1197,TR152,D232,Hyderabad,Chennai,2024-04-21 22:05:00,2024-04-21 23:14:00,2024-04-21 21:54:00,2024-04-21 23:21:00,Clear,High,Moderate,18,1506,387.37,69,87.0,18,1038.62069,3.887755892299352,22,6,4,7.0,78.82579317134292
T1198,TR59,D360,Ahmedabad,Lucknow,2024-06-18 01:46:00,2024-06-18 10:38:00,2024-06-18 02:35:00,2024-06-18 11:57:00,Snow,Low,Moderate,30,1526,337.21,532,562.0,30,162.9181495,4.525369947510454,1,1,6,79.0,78.82579317134292
T1199,TR118,D438,Ahmedabad,Bangalore,2024-05-25 12:37:00,2024-05-25 15:39:00,2024-05-25 13:11:00,2024-05-25 16:49:00,Rainy,Medium,Moderate,36,829,233.34,182,218.0,36,228.1651376,3.55275563555327,12,5,5,70.0,78.82579317134292
T1200,TR160,D204,Ahmedabad,Lucknow,2024-02-04 19:50:00,2024-02-04 20:53:00,2024-02-04 20:48:00,2024-02-04 21:47:00,Clear,Medium,Good,-4,310,81.45,63,59.0,-4,315.2542373,3.8060159607120934,19,6,2,54.0,78.82579317134292
T1201,TR96,D213,Lucknow,Bangalore,2024-06-11 10:22:00,2024-06-11 19:08:00,2024-06-11 11:20:00,2024-06-11 21:12:00,Snow,Low,Moderate,66,1811,688.19,526,592.0,66,183.5472973,2.6315407082346445,10,1,6,124.0,78.82579317134292
